date	Argentina	Bangladesh	Belarus	Belgium	Bolivia	Brazil	Canada	Chile	China	Colombia	Dominican_Republic	Ecuador	Egypt	France	Germany	India	Indonesia	Iran	Iraq	Israel	Italy	Kazakhstan	Kuwait	Mexico	Oman	Pakistan	Panama	Peru	Philippines	Qatar	Romania	Russia	Saudi_Arabia	South_Africa	Spain	Sweden	Turkey	Ukraine	United_Kingdom	United_States_of_America
20200624	0	3412	464	110	896	39436	326	3804	29	2389	566	1003	1332	517	587	15968	1051	2445	1826	430	113	534	742	6288	1318	3892	562	5874	1143	1176	214	7425	3139	4518	334	1905	1268	833	896	34720
20200625	4920	3462	458	100	1098	42725	279	3649	20	3541	695	691	1420	81	630	16922	1113	2531	2200	532	577	520	846	5437	1142	4044	716	3879	470	1199	321	7176	3123	5688	400	1487	1492	940	886	34339
20200626	2606	3946	437	76	1016	39483	369	4648	28	3486	510	822	1569	0	477	17296	1178	2595	2437	356	296	465	909	6104	1366	2775	1007	3913	774	1060	460	7113	3372	6579	419	1566	1458	994	778	40949
20200627	0	3868	331	113	920	46860	172	4296	24	3843	623	700	1625	1588	687	18552	1240	2628	2054	400	255	569	915	5441	1132	3138	868	3762	1004	946	411	6800	3938	6215	564	1247	1396	1109	721	45527
20200628	5287	3504	382	41	1253	38693	238	4406	18	4149	855	718	1168	0	256	19906	1385	2456	2069	621	175	461	688	4410	919	4072	753	3625	730	879	325	6852	3927	7210	301	0	1372	948	671	42486
20200629	0	3809	380	24	848	30476	218	4216	14	3178	754	681	1265	0	262	19459	1198	2489	2140	334	174	547	551	4050	1197	3557	1028	3430	652	750	291	6791	3989	6334	200	0	1356	917	649	38673
20200630	4524	4014	315	127	601	24052	668	4017	23	3274	443	410	1566	1324	498	18522	1082	2536	1749	686	126	492	582	3805	910	2825	1099	2946	983	693	269	6719	3943	6130	301	2530	1374	646	446	41556
20200701	2262	3682	328	100	1094	33846	286	3394	5	2803	752	767	1557	541	466	18653	1293	2457	1958	803	142	19246	671	5432	1010	4133	765	2848	1076	982	388	6693	4387	6945	388	784	1293	706	730	43880
20200702	2667	3775	306	135	1008	46712	0	2650	31	4163	819	1825	1503	918	503	19148	1385	2549	2415	1013	182	1509	745	5681	1124	4339	913	3264	997	915	326	6556	3402	8124	444	1241	1192	664	617	52048
20200703	2744	4019	274	93	1301	48105	567	2498	14	4101	810	1211	1485	659	446	20903	1624	2652	2184	1285	201	1501	919	6741	1361	4087	774	3527	294	894	450	6760	3383	8728	442	947	1186	889	651	53399
20200704	2845	3114	299	94	1290	42223	319	3548	9	3395	951	1189	1412	582	422	22771	1301	2566	2312	513	223	1644	813	6740	1374	3387	758	3595	1531	756	420	6718	4193	9063	0	780	1172	876	602	54442
20200705	0	3288	273	64	1253	37923	226	3758	18	3884	1036	878	1324	0	239	24850	1447	2449	2334	1115	235	1452	631	6914	1177	3191	988	3481	1494	530	416	6632	4128	10853	0	0	1154	914	579	45221
20200706	2590	2738	284	24	1226	26051	219	3685	14	3721	1241	423	1218	0	219	24248	1607	2560	2125	788	192	1403	638	4683	1072	3344	1166	3638	0	616	391	6736	3580	8773	1244	0	1148	823	401	49093
20200707	2439	3201	250	113	1212	20229	399	3025	25	3171	703	422	969	1375	390	22252	1209	2613	1796	1228	208	1109	703	4902	1557	2691	1185	2985	4503	546	250	6611	4207	8971	341	1642	1086	543	555	49990
20200708	2632	3027	199	99	1036	45305	232	2462	21	4213	302	865	1057	475	397	22752	1268	2637	2426	1036	137	1376	601	6258	1262	2980	957	3575	1540	600	397	6368	3392	10134	383	283	1053	564	704	57473
20200709	2979	3489	221	137	1439	44571	267	2064	33	4144	1158	976	1025	663	442	24879	1853	2691	2741	1335	193	1962	762	6995	1210	3359	960	3633	2486	608	555	6562	3036	8810	543	514	1041	807	597	58906
20200710	3604	3360	187	124	1129	42619	371	3133	46	5335	1202	797	950	621	395	26506	2657	2079	2170	1268	214	1726	833	7280	1518	2751	965	3537	1395	557	614	6509	3183	13674	852	475	1024	810	693	63004
20200711	3663	2949	193	127	1452	45048	321	3058	40	6803	1125	783	981	658	378	27114	1611	2262	2848	1441	276	1708	740	6891	1889	2752	1041	3198	1160	520	592	6635	3159	12348	0	565	1003	819	715	66625
20200712	3367	2686	163	62	1635	39023	221	2755	35	4586	1199	1408	923	0	248	28637	1671	2397	2734	1197	188	1798	478	6094	1083	2521	1075	3064	1308	498	698	6611	2994	13497	0	0	1016	800	565	63051
20200713	3449	2666	165	43	987	24831	244	3012	46	5083	1418	661	912	0	159	28701	1681	2186	2312	1207	234	1636	836	4482	1318	2753	1301	3616	2037	470	456	6615	2779	12058	2045	0	1012	678	442	57258
20200714	2657	3099	182	224	1063	20286	565	2616	55	3782	974	589	931	1625	412	28498	1282	2349	2229	1962	169	1866	614	4685	2164	1979	1540	3797	747	418	413	6537	2852	11554	666	928	1008	612	361	58114
20200715	3099	3163	155	207	1617	41857	331	1836	54	5671	799	1111	929	0	351	29429	1591	2521	2022	1728	114	1759	666	7051	1389	2165	923	3744	539	517	637	6248	2692	10496	875	175	992	638	726	68518
20200716	3645	3533	174	260	1351	39924	341	1712	20	5271	1366	759	913	927	534	32695	1522	2388	2110	2354	162	1674	703	6149	1679	2145	1147	3857	1305	450	641	6422	2671	12757	1361	491	947	836	685	67717
20200717	4250	2733	180	226	1938	45403	437	2493	77	8037	1072	1036	928	534	583	34956	1574	2500	2281	1345	230	1707	791	6406	1327	2085	1130	3862	2416	464	777	6428	2764	13172	1400	385	933	848	772	76930
20200718	3623	3034	159	274	1946	34177	405	2841	80	8934	1370	1079	703	836	529	34884	1462	2379	2023	1400	231	1808	553	7257	1619	1918	1035	3951	1735	451	799	12640	2613	13373	0	404	926	809	704	71494
20200719	4518	2709	171	129	2036	28532	0	2307	80	8560	1406	938	698	0	202	38902	1752	2166	2049	1906	249	1636	683	7615	1311	1579	853	3963	2303	410	889	6109	2565	13285	0	0	918	847	569	63749
20200720	3223	2459	142	65	1444	23529	680	2084	130	6578	1336	631	603	0	249	40425	1639	2182	2310	924	218	1499	300	5311	1157	1587	1207	4090	2152	340	767	0	2504	13449	4581	0	924	731	493	61796
20200721	4231	2928	118	443	1409	20257	775	2099	84	6727	1101	607	627	2080	522	37148	1693	2414	2163	1387	190	1630	559	5172	1739	1013	958	4091	1442	389	681	5940	2429	9300	1358	767	931	651	413	56750
20200722	4019	3057	135	145	1366	41008	571	1654	74	7033	841	1597	676	584	454	37724	1655	2625	2466	2366	128	1685	671	6859	1487	1332	727	4406	1866	393	994	5842	2476	8170	1357	118	928	673	793	72048
20200723	5344	2744	173	553	1778	67860	543	1719	135	7390	1246	1040	667	998	569	45720	1882	2586	2706	2043	280	1646	751	6019	1660	1763	753	4463	1505	441	1030	5862	2331	13150	2615	338	902	829	751	68848
20200724	5782	2856	167	439	1117	59961	432	2357	139	7945	1572	891	668	1062	815	49310	1906	2621	2361	1897	306	1687	687	8438	1099	1209	911	4546	2121	373	1112	5848	2238	13104	2255	259	913	856	773	63196
20200725	6127	2548	158	496	1204	55891	534	2545	157	7168	1462	901	659	1130	781	48916	1761	2489	2485	1493	252	1740	753	7573	1145	1487	1176	4865	2054	394	1119	5811	2378	13944	0	234	937	972	731	78427
20200726	5493	2520	156	229	1825	51147	350	2288	179	7254	1819	987	511	0	305	48661	1868	2316	2862	1203	274	1494	684	6751	1067	1226	871	3923	1968	398	1284	5871	2201	12204	0	0	921	1106	667	65498
20200727	9006	2275	130	184	1148	24578	355	2198	189	8181	2012	658	479	0	340	49931	1492	2333	2459	1278	254	1402	464	5480	1147	1176	1432	4913	2036	269	1120	5765	1968	11233	6361	0	927	920	421	55993
20200728	0	2772	119	595	2382	23284	699	2133	213	8125	1248	467	420	2551	633	47703	1525	2434	2553	2502	168	1526	606	4973	1053	936	1146	4920	1592	292	1104	5635	1993	7096	1828	398	919	807	371	56243
20200729	4890	2960	115	685	516	40816	383	1877	207	10284	534	1118	465	725	684	48513	1748	2667	2747	2097	202	1544	770	7208	846	1063	781	5288	1633	283	1151	5395	1897	7232	2031	99	963	919	70	61734
20200730	5939	3009	152	703	1207	69074	476	1775	223	8670	1492	914	409	1392	902	52123	2381	2636	2968	2001	288	1472	754	5752	665	1114	1046	5678	1813	273	1182	5475	1759	11362	2789	288	942	1022	763	74985
20200731	5641	2695	147	635	1700	57837	329	1961	276	9965	1733	1177	401	1377	870	55078	1904	2621	2963	1823	382	1414	626	7730	590	903	922	6809	3888	307	1356	5509	1629	11046	3092	318	967	1197	846	68032
20200801	6377	2772	143	684	1555	52383	513	2131	166	9488	1734	985	321	1346	955	57118	2040	2674	3346	591	379	1289	428	8458	0	0	1065	7243	3980	235	1295	5482	1686	11014	0	322	982	1090	880	67023
20200802	5929	2199	138	306	2004	45392	287	1991	172	10673	1766	877	238	0	240	54735	1560	2548	2095	1313	295	6407	491	9556	0	0	1127	7448	4878	216	1225	5462	1573	10107	0	0	996	1172	771	58407
20200803	5241	886	121	148	1360	25800	285	2073	158	11470	828	292	167	0	509	52972	1519	2685	2447	742	238	1867	463	4853	0	1724	1070	6667	4953	196	1075	5427	1357	8195	8532	0	987	1112	743	47511
20200804	5376	1356	99	794	1693	16641	147	1762	114	10199	874	517	157	3376	879	52050	1679	2598	2735	1878	159	1434	388	4767	0	432	1003	4250	3145	215	823	5394	1258	5377	5760	590	995	990	928	45607
20200805	4824	1918	84	812	1515	51603	760	1469	107	7129	1178	922	112	1039	741	52509	1922	2751	2836	1739	190	2861	475	6148	0	675	968	6790	6263	216	1232	5159	1342	4456	2953	169	1083	1061	670	57525
20200806	6792	2654	126	761	1780	57152	395	1761	122	10735	1365	903	123	1695	1740	56282	1815	2697	2834	1682	384	2590	651	6139	1127	727	807	7734	3387	267	1309	5920	1389	8559	4088	359	1178	1271	891	52804
20200807	7147	2977	127	767	1282	53139	374	1948	132	11996	876	1671	131	1604	1164	62538	1882	2634	3047	1730	401	2404	620	6590	427	782	1187	7785	3480	287	1345	4551	1402	8307	4507	427	1153	1318	950	59755
20200808	7513	2851	111	777	1468	50230	424	2154	120	9486	1173	1432	141	2288	995	61537	2473	2450	3461	937	552	2009	682	6717	354	842	1142	8466	3294	291	1378	5241	1567	7292	0	356	1185	1453	871	58150
20200809	7482	2611	124	303	1164	49970	236	2198	92	9674	1069	1603	167	0	704	64399	2277	2125	3325	1474	347	1883	472	6495	290	634	1091	7137	4131	267	1350	5212	1469	7712	0	0	1172	1489	758	56221
20200810	6134	2487	112	121	944	23010	245	2033	121	10611	954	887	178	0	317	62064	1893	2020	2726	537	463	900	514	4376	223	539	841	7012	3028	297	1145	5189	1428	6670	8618	0	1182	2207	1062	46847
20200811	4688	2907	97	872	1636	22048	666	1988	113	10142	767	242	174	4854	1079	53601	1687	2132	3484	2220	259	779	687	5558	207	531	902	5109	6725	315	779	5118	1257	3740	3632	649	1193	1158	816	49530
20200812	7369	2996	58	717	1693	52160	289	1572	58	12830	595	862	168	1397	1182	60963	1693	2345	3396	1737	412	2114	668	6686	263	730	1070	6547	2900	384	1215	4945	1521	2511	3172	154	1183	1433	1148	46813
20200813	7043	2995	97	611	1743	55155	423	1552	81	12066	1130	1547	129	2524	1521	66999	1942	2510	3441	1595	476	1489	717	5858	249	753	913	8875	4211	292	1415	5102	1569	2810	7550	329	1212	1592	1009	55941
20200814	7663	2617	101	669	0	60091	405	1866	99	11286	910	1233	145	2669	1452	64553	2098	2625	3841	1268	522	1410	701	7371	232	626	1069	9441	3777	343	1454	5057	1482	3946	5479	397	1243	1732	1129	51094
20200815	7498	2766	105	587	1388	50644	418	2077	70	11306	1354	1066	112	2846	1339	65002	2307	2501	4013	1258	574	1267	699	5618	212	747	956	8300	6134	251	1415	5065	1383	6275	0	442	1226	0	1440	64838
20200816	6365	2644	116	163	2687	41576	237	1791	65	11578	1057	1279	116	3310	718	63490	2345	2245	4293	1263	629	1380	512	6345	181	670	1263	9507	4258	277	1328	5061	1413	4513	0	0	1256	1847	1077	48085
20200817	6663	2024	92	134	1198	23101	198	2044	96	11643	764	854	139	3015	481	57981	2081	2133	4348	337	477	478	508	4448	162	498	1275	10143	3335	271	1087	4969	1227	3692	16269	0	1192	3101	1040	42104
20200818	5469	2595	73	705	879	19373	785	1556	66	8328	428	209	115	493	1431	55079	1821	2247	3202	2449	320	334	622	3571	140	617	603	5547	3221	288	733	4892	1372	2541	5114	751	1233	1616	713	35056
20200819	4557	3200	84	727	1796	47784	282	1353	53	12462	386	1190	0	2238	769	64531	1673	2385	4576	1280	401	1352	643	5506	192	0	247	7828	4739	293	1014	4748	1419	2258	6671	174	1263	0	1089	44091
20200820	6840	2747	128	598	2031	49298	336	1182	33	13056	1004	1534	324	3776	1707	69652	1902	0	4093	1560	642	1031	675	5792	188	1126	964	9099	4561	295	1409	4828	1353	3916	7039	192	1303	1967	812	47426
20200821	6693	2868	149	539	1015	45323	383	1812	40	11541	883	1033	111	4771	2327	68898	2266	4723	3995	1630	840	979	622	6775	163	630	101	8639	4248	268	1346	4785	1287	3880	8148	399	1412	2134	1182	44005
20200822	8225	2401	161	408	1370	30355	499	1920	49	8419	857	973	123	4586	1134	69878	2197	2206	4288	1117	947	908	502	5928	0	586	537	9008	4343	257	1392	4870	1213	3398	0	258	1203	2106	1033	49880
20200823	8159	2265	174	42	992	50032	257	1939	38	10965	694	608	89	3602	782	69239	2090	2028	3965	1364	1071	960	688	6482	0	591	1088	9169	4884	284	1189	4921	1184	3707	0	0	1309	2328	1288	44378
20200824	7759	1973	183	0	722	23421	267	1957	41	8044	600	680	0	4897	711	61408	2037	2113	3291	1071	1209	259	571	3948	0	0	1420	9090	2352	243	981	4852	1109	2728		0	1217	1987	1041	34506
