date	Argentina	Bangladesh	Belgium	Bolivia	Brazil	Canada	Chile	China	Colombia	Ecuador	Egypt	France	Germany	Guatemala	India	Indonesia	Iran	Iraq	Ireland	Italy	Kazakhstan	Mexico	Netherlands	Pakistan	Panama	Peru	Philippines	Poland	Portugal	Romania	Russia	Saudi_Arabia	South_Africa	Spain	Sweden	Switzerland	Turkey	Ukraine	United_Kingdom	United_States_of_America
20200729	126	35	1	73	921	11	53	1	297	52	39	14	6	27	768	63	235	77	0	11	208	854	0	27	27	194	2	6	3	33	150	29	190	5	2	2	15	13	21	1245
20200730	118	35	3	88	1595	5	38	2	380	39	37	15	6	74	775	74	196	68	0	6	0	485	0	32	25	204	15	12	3	30	169	27	240	2	28	0	14	21	34	1457
20200731	111	48	2	86	1129	12	99	0	356	34	46	16	7	32	779	83	226	68	0	3	0	639	0	27	23	205	21	15	2	35	129	50	315	2	9	1	15	23	0	1357
20200801	155	28	3	83	1212	6	80	2	295	45	31	11	0	57	764	73	197	70	0	9	0	688	0	0	24	196	40	7	8	39	161	0	193	0	4	0	17	20	20	1244
20200802	92	21	2	87	1088	6	76	6	225	34	29	0	0	35	853	62	216	64	0	5	30	784	0	0	28	191	16	5	2	36	95	1	148	0	0	2	19	16	13	1133
20200803	54	22	5	89	541	4	75	2	320	14	31	0	7	36	771	43	208	63	0	8	286	274	0	33	22	206	20	10	1	34	70	50	213	27	0	0	18	16	5	413
20200804	55	30	3	75	561	2	99	3	367	17	23	29	8	18	803	66	215	66	0	12	0	266	0	15	26	197	45	1	0	19	79	32	173	26	1	0	19	13	1	543
20200805	196	50	5	92	1154	11	38	4	298	41	24	2	12	24	857	86	212	83	0	5	0	857	1	15	25	196	11	6	1	48	144	35	345	1	3	0	18	26	18	1403
20200806	146	33	5	65	1437	4	47	1	309	39	18	9	7	35	904	64	185	77	0	10	0	829	4	21	31	221	8	18	1	41	181	36	414	1	13	0	19	24	14	1450
20200807	126	39	4	80	1237	4	97	3	315	40	21	7	8	47	886	69	14	67	5	6	0	819	0	17	21	196	27	18	3	45	74	35	306	3	3	3	14	31	18	1848
20200808	156	27	6	59	1079	4	69	1	311	10	20	12	12	49	933	72	316	75	4	3	0	794	0	16	17	225	18	13	3	50	119	38	305	0	0	3	15	33	12	1252
20200809	159	32	2	63	905	6	53	0	290	19	21	0	1	29	861	65	132	74	0	13	0	695	3	14	18	195	41	13	4	43	129	37	301	0	0	0	16	27	3	1069
20200810	106	34	5	53	572	5	66	5	302	6	17	0	1	14	1007	65	163	82	0	2	324	292	0	15	30	228	61	7	6	41	77	37	198	73	0	0	15	43	5	513
20200811	78	39	11	72	703	6	62	4	312	10	26	16	4	11	871	42	189	72	0	4	0	705	0	15	25	204	23	2	3	29	130	32	213	5	3	0	14	29	18	523
20200812	151	33	13	49	1274	4	39	3	321	19	24	14	6	11	834	59	184	67	1	6	0	926	2	17	16	225	19	12	2	35	70	34	130	-2	4	1	15	19	13	1076
20200813	303	42	11	66	1175	15	27	4	362	33	26	17	4	34	942	79	188	57	1	10	0	737	2	10	23	212	92	9	3	43	129	36	259	26	4	1	18	22	20	1490
20200814	158	44	12	0	1262	9	94	3	308	26	22	17	14	29	1007	65	174	53	0	6	0	627	4	14	19	3935	22	14	6	53	124	34	260	12	2	1	21	19	18	1083
20200815	182	34	12	57	1060	5	41	1	347	20	17	18	6	45	996	53	169	68	0	3	47	615	2	9	12	208	16	14	2	44	114	35	286	0	7	0	22	0	11	1336
20200816	137	34	9	119	709	4	55	2	318	35	17	3	0	14	944	50	161	76	0	158	5	635	2	6	12	219	158	11	3	50	119	31	121	0	0	0	21	33	3	1035
20200817	92	32	7	45	620	2	57	0	287	5	19	1	1	24	941	79	147	75	0	4	2	214	3	7	21	206	65	8	3	37	68	39	162	29	0	1	19	45	5	571
20200818	93	37	7	75	684	6	61	0	275	13	13	19	0	10	876	57	165	94	0	4	148	266	0	15	21	200	16	8	1	38	55	28	143	24	4	0	22	27	3	445
20200819	127	46	12	49	1352	13	33	2	247	22	0	22	11	30	1092	70	168	82	1	5	11	751	3	0	21	177	6	11	5	45	132	34	282	127	3	1	20	0	12	1324
20200820	237	41	9	61	1212	4	32	1	360	41	24	17	10	48	977	69	0	85	0	7	6	707	6	19	18	176	108	17	2	32	117	36	159	16	12	2	23	28	16	1356
20200821	292	41	4	72	1204	5	93	3	204	54	15	12	7	39	983	72	292	87	1	6	6	625	10	10	17	200	88	12	2	48	110	42	195	25	3	0	19	40	6	1078
20200822	161	39	1	61	1054	10	52	2	385	48	19	23	7	26	945	82	112	75	0	9	5	504	4	12	15	211	57	13	4	42	90	32	225	0	5	0	22	23	2	1151
20200823	228	46	4	76	892	7	69	0	400	29	12	9	2	48	912	94	126	70	1	3	8	644	5	4	19	208	26	13	0	37	121	39	144	0	0	1	22	37	18	956
20200824	53	34	1	67	494	2	60	0	348	33	0	1	3	14	836	86	141	75	0	7	2	226	0	0	14	210	32	4	4	39	73	30	72		0	0	19	27	6	444
